1	,	211.3375
1	,	151.5500
1	,	151.5500
1	,	151.5500
1	,	151.5500
1	,	26.5500
1	,	77.9583
1	,	0.0000
1	,	51.4792
1	,	49.5042
1	,	227.5250
1	,	227.5250
1	,	69.3000
1	,	78.8500
1	,	30.0000
1	,	25.9250
1	,	247.5208
1	,	247.5208
1	,	76.2917
1	,	75.2417
1	,	52.5542
1	,	52.5542
1	,	30.0000
1	,	227.5250
1	,	221.7792
1	,	26.0000
1	,	91.0792
1	,	91.0792
1	,	135.6333
1	,	26.5500
1	,	35.5000
1	,	31.0000
1	,	164.8667
1	,	26.5500
1	,	26.5500
1	,	262.3750
1	,	55.0000
1	,	26.5500
1	,	30.5000
1	,	50.4958
1	,	39.6000
1	,	27.7208
1	,	51.4792
1	,	76.2917
1	,	134.5000
1	,	26.5500
1	,	31.0000
1	,	26.2875
1	,	27.4458
1	,	512.3292
1	,	512.3292
1	,	5.0000
1	,	47.1000
1	,	47.1000
1	,	120.0000
1	,	120.0000
1	,	120.0000
1	,	120.0000
1	,	26.0000
1	,	27.7208
1	,	78.8500
1	,	78.8500
1	,	61.1750
1	,	61.1750
1	,	53.1000
1	,	53.1000
1	,	262.3750
1	,	86.5000
1	,	29.7000
1	,	55.0000
1	,	0.0000
1	,	136.7792
1	,	136.7792
1	,	151.5500
1	,	52.0000
1	,	25.5875
1	,	83.1583
1	,	83.1583
1	,	83.1583
1	,	25.7000
1	,	26.5500
1	,	71.0000
1	,	71.0000
1	,	26.5500
1	,	71.2833
1	,	71.2833
1	,	26.5500
1	,	30.5000
1	,	151.5500
1	,	52.0000
1	,	52.0000
1	,	57.0000
1	,	57.0000
1	,	81.8583
1	,	81.8583
1	,	81.8583
1	,	106.4250
1	,	247.5208
1	,	106.4250
1	,	39.6000
1	,	56.9292
1	,	29.7000
1	,	83.1583
1	,	227.5250
1	,	78.2667
1	,	31.6792
1	,	221.7792
1	,	31.6833
1	,	110.8833
1	,	26.3875
1	,	27.7500
1	,	263.0000
1	,	263.0000
1	,	263.0000
1	,	263.0000
1	,	263.0000
1	,	263.0000
1	,	56.9292
1	,	26.5500
1	,	133.6500
1	,	27.7208
1	,	133.6500
1	,	49.5000
1	,	79.2000
1	,	79.2000
1	,	0.0000
1	,	53.1000
1	,	53.1000
1	,	38.5000
1	,	211.5000
1	,	59.4000
1	,	59.4000
1	,	79.2000
1	,	89.1042
1	,	89.1042
1	,	34.6542
1	,	28.5000
1	,	30.0000
1	,	153.4625
1	,	153.4625
1	,	63.3583
1	,	63.3583
1	,	79.2000
1	,	55.4417
1	,	55.4417
1	,	76.7292
1	,	76.7292
1	,	42.4000
1	,	83.4750
1	,	83.4750
1	,	0.0000
1	,	76.7292
1	,	30.0000
1	,	83.1583
1	,	93.5000
1	,	93.5000
1	,	42.5000
1	,	51.8625
1	,	50.0000
1	,	57.9792
1	,	57.9792
1	,	77.9583
1	,	52.0000
1	,	52.0000
1	,	26.5500
1	,	90.0000
1	,	30.6958
1	,	90.0000
1	,	80.0000
1	,	28.7125
1	,	0.0000
1	,	26.0000
1	,	26.0000
1	,	211.5000
1	,	29.7000
1	,	51.8625
1	,	51.8625
1	,	52.5542
1	,	52.5542
1	,	26.5500
1	,	211.3375
1	,	25.9292
1	,	106.4250
1	,	512.3292
1	,	27.7208
1	,	26.5500
1	,	27.7208
1	,	39.4000
1	,	39.4000
1	,	30.0000
1	,	77.9583
1	,	45.5000
1	,	146.5208
1	,	211.3375
1	,	26.0000
